article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,Teenagers (16-19) in retail
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,Teenagers (16-19) in retail
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,Teenagers (16-19) in retail
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,Teenagers (16-19) in retail
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers, 16-19."
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Unconditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Unconditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Unconditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Unconditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Conditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Conditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19) in retail, Conditional Hrs"
20,Sabia (2009b),The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data,"Sabia,J.J.",Journal of Labor Research,"Teenagers (16-19), Conditional Hrs"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis,Belman & Wolfson,Labour,"See comment in A1, B&W 2009 worksht"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,All-County
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Census Division x period Dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Census Division x period Dummies, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Census Division x period Dummies, State Linear Trends,"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Census Division x period Dummies, State Linear Trends, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, MSA x period Dummies, State Linear Trends,"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, MSA x period Dummies, State Linear Trends, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,Border County Pairs
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector, Correcting spillover effects"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, Census Division x period Dummies, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"All-County, MSA x period Dummies, State Linear Trends, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, Total Pvt Sector"
22,Dube et al. (2010),MW Effects Across State Borders - Estimates Using Contiguous Counties WP,"Dube,A.; Lester.T.; Reich,M.",The Review of Economics and Statistics,"Border County Pairs, County-pair X period dummies & Total private sector"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENS from Position Data: Eq 13"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Hours Data: Eq 15"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Position Data limited to Hrs Sample: Eq 17"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 19"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENS from Position Data: Eq 21"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Hours Data: Eq 23"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Position Data limited to Hrs Sample: Eq 25"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 1, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 27"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 2, gFTENS from Position Data: Eq 40"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 2, gFTENSH from Hours Data: Eq 42"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 2, gFTENSH from Position Data limited to Hrs Sample: Eq 44"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 2, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 46"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 3, gFTENS from Position Data: Eq 47"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 3, gFTENSH from Hours Data: Eq 48"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 3, gFTENSH from Position Data limited to Hrs Sample: Eq 49"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 3, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 50"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 4, gFTENS from Position Data: Eq 52"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 4, gFTENSH from Hours Data: Eq 54"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 4, gFTENSH from Position Data limited to Hrs Sample: Eq 56"
23,Persky and Baiman (2010),Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana,Persky & Baiman,Journal of Regional Analysis and Policy,"Table 4, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 58"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 1 (Canonical: 1990-2009)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 2 (Division-specific time controls: 1990-2009)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 3 (State specific time trends: 1990-2009)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 4 (Both sets of time controls: 1990-2009)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 1 (Canonical: 1990-2006)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 2 (Division-specific time controls: 1990-2006)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 3 (State specific time trends: 1990-2006)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 4 (Both sets of time controls: 1990-2006)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 1 (Canonical: 1990-2005)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 2 (Division-specific time controls: 1990-2005)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 3 (State specific time trends: 1990-2005)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 8, Spec 4 (Both sets of time controls: 1990-2005)"
